ride_id,date,time,day_of_week,hour,is_weekend,pickup_location,drop_location,vehicle_type,distance_km,trip_duration_min,payment_type,weather,surge_multiplier,ride_status,fare_amount,driver_rating,customer_rating
UB109675,2024-07-19,08:13,Friday,8,False,Suburb South,University Area,UberGo,5.27,10.5,Card,Clear,1.5,Completed,170.58,4.6,4.8
UB108135,2024-07-19,08:31,Friday,8,False,Railway Station,Suburb North,UberGo,4.6,17.7,UPI,Clear,1.0,No Cars Available,0.0,,
UB112991,2024-07-19,09:17,Friday,9,False,Suburb South,Railway Station,UberXL,2.88,11.2,UPI,Clear,1.2,Completed,166.18,4.8,5.0
UB107226,2024-07-19,09:18,Friday,9,False,University Area,Downtown,Premier,3.62,12.8,UPI,Clear,1.5,Completed,254.55,5.0,4.4
UB105095,2024-07-19,09:19,Friday,9,False,Railway Station,Old City,Auto,2.65,9.7,Cash,Cloudy,1.2,Completed,67.08,4.4,4.4
UB107047,2024-07-19,09:30,Friday,9,False,Downtown,Mall District,Moto,1.67,9.6,Card,Clear,1.0,Completed,32.7,5.0,4.5
UB113796,2024-07-19,09:33,Friday,9,False,Downtown,Airport,UberGo,1.85,3.0,Wallet,Rain,1.0,Completed,64.85,4.4,4.3
UB101455,2024-07-19,10:01,Friday,10,False,University Area,Riverside,UberX,1.73,3.0,UPI,Clear,1.0,Completed,82.89,4.7,4.6
UB111432,2024-07-19,10:11,Friday,10,False,Suburb South,University Area,Auto,14.53,52.5,Wallet,Cloudy,1.0,Completed,193.74,4.4,4.7
UB101016,2024-07-19,10:24,Friday,10,False,Riverside,Suburb South,Auto,5.36,16.3,Wallet,Clear,1.0,Completed,84.18,4.8,4.5
UB118411,2024-07-19,10:26,Friday,10,False,Railway Station,Mall District,UberXL,4.03,10.0,Cash,Clear,1.0,Completed,154.48,4.9,5.0
UB103328,2024-07-19,10:27,Friday,10,False,University Area,Suburb South,UberXL,17.9,69.4,Cash,Cloudy,1.0,Completed,495.2,4.4,4.4
UB117654,2024-07-19,10:31,Friday,10,False,Downtown,Railway Station,Auto,4.21,9.4,UPI,Clear,1.0,Completed,68.08,5.0,5.0
UB108409,2024-07-19,10:33,Friday,10,False,University Area,Old City,Auto,2.96,13.2,Card,Clear,1.0,Completed,61.88,4.9,4.7
UB107835,2024-07-19,11:21,Friday,11,False,Tech Park,Suburb North,UberGo,5.29,13.9,UPI,Fog,1.0,Completed,119.04,4.8,5.0
UB102938,2024-07-19,12:53,Friday,12,False,Old City,Tech Park,UberGo,4.36,10.7,Cash,Clear,1.0,Completed,104.01,4.6,5.0
UB111949,2024-07-19,13:09,Friday,13,False,Suburb South,Riverside,UberX,4.01,13.8,Card,Clear,1.0,Completed,131.97,5.0,4.5
UB118272,2024-07-19,15:05,Friday,15,False,University Area,Railway Station,Premier,13.5,43.5,Card,Clear,1.0,Completed,405.2,5.0,4.9
UB108380,2024-07-19,16:27,Friday,16,False,University Area,Airport,Auto,6.9,25.4,Cash,Cloudy,1.0,Completed,105.6,5.0,5.0
UB109409,2024-07-19,16:47,Friday,16,False,Airport,Old City,UberX,4.59,16.1,UPI,Clear,1.0,Completed,143.65,4.8,4.6
UB112080,2024-07-19,17:07,Friday,17,False,Suburb North,Mall District,UberXL,6.42,19.7,Cash,Clear,1.0,Completed,212.12,4.4,4.2
UB110119,2024-07-19,17:14,Friday,17,False,Tech Park,Suburb North,UberXL,6.08,22.7,UPI,Clear,1.0,Completed,212.68,4.8,4.3
UB108306,2024-07-19,17:35,Friday,17,False,Airport,Old City,UberX,8.73,30.3,UPI,Clear,1.0,Completed,223.03,4.1,4.8
UB106423,2024-07-19,17:46,Friday,17,False,Airport,Mall District,Moto,1.66,6.4,UPI,Clear,1.0,Completed,30.08,4.8,4.4
UB112578,2024-07-19,18:18,Friday,18,False,Downtown,Riverside,UberGo,5.46,22.8,Card,Clear,1.0,Completed,134.26,4.9,4.5
UB109238,2024-07-19,18:22,Friday,18,False,Mall District,Railway Station,UberX,4.57,18.2,UPI,Fog,1.5,Completed,220.75,4.5,4.6
UB115136,2024-07-19,18:24,Friday,18,False,Mall District,Riverside,Auto,6.74,19.7,Card,Cloudy,1.2,Completed,118.34,4.8,4.5
UB105209,2024-07-19,18:48,Friday,18,False,Tech Park,Mall District,UberGo,5.76,11.6,Card,Cloudy,1.2,Cancelled by Driver,0.0,,
UB109207,2024-07-19,18:54,Friday,18,False,Airport,Suburb North,UberX,9.1,23.5,UPI,Clear,1.2,Completed,258.72,5.0,4.8
UB117355,2024-07-19,19:55,Friday,19,False,Old City,Suburb North,Auto,0.8,3.0,Card,Clear,1.0,Completed,34.4,4.2,4.2
UB114949,2024-07-19,20:15,Friday,20,False,Mall District,Tech Park,Auto,5.39,20.0,UPI,Clear,1.0,Completed,88.12,5.0,4.8
UB108136,2024-07-19,20:36,Friday,20,False,Riverside,Suburb South,UberX,10.59,33.0,UPI,Clear,1.0,Cancelled by Rider,0.0,,
UB101476,2024-07-19,20:41,Friday,20,False,Downtown,Old City,UberGo,13.66,41.0,UPI,Clear,1.0,Completed,251.76,4.9,5.0
UB111057,2024-07-19,20:47,Friday,20,False,Suburb South,Mall District,UberGo,1.64,5.7,Wallet,Cloudy,1.0,Completed,66.59,4.1,5.0
UB106795,2024-07-19,20:54,Friday,20,False,Suburb South,Suburb North,UberGo,8.86,27.2,Card,Clear,1.0,Completed,178.26,4.6,4.9
UB119367,2024-07-19,20:56,Friday,20,False,Airport,Riverside,Premier,2.38,15.7,UPI,Clear,1.0,Completed,155.0,4.9,4.7
UB110588,2024-07-19,22:17,Friday,22,False,University Area,Riverside,UberGo,1.22,7.2,Wallet,Fog,1.0,Completed,64.22,4.6,4.8
UB115263,2024-07-20,02:16,Saturday,2,True,Old City,Riverside,UberX,3.56,8.8,Card,Rain,1.0,Completed,117.12,4.7,4.7
UB112372,2024-07-20,08:06,Saturday,8,True,Airport,Riverside,Auto,4.89,10.4,Cash,Rain,1.0,Completed,74.52,4.6,5.0
UB102630,2024-07-20,08:27,Saturday,8,True,Suburb South,Downtown,UberX,0.8,3.5,UPI,Clear,1.0,Completed,71.7,4.4,4.4
UB109388,2024-07-20,09:25,Saturday,9,True,Railway Station,Airport,Auto,3.09,12.3,Cash,Rain,1.5,Completed,93.03,4.6,5.0
UB114140,2024-07-20,09:49,Saturday,9,True,Tech Park,Old City,UberX,13.98,37.9,Wallet,Cloudy,1.2,Completed,365.95,4.6,4.6
UB117068,2024-07-20,10:18,Saturday,10,True,Riverside,Suburb North,UberGo,16.58,46.5,Cash,Cloudy,1.0,Completed,292.13,4.8,4.8
UB116064,2024-07-20,10:22,Saturday,10,True,Downtown,University Area,UberGo,7.44,29.1,UPI,Clear,1.0,Cancelled by Driver,0.0,,
UB111642,2024-07-20,11:16,Saturday,11,True,Suburb North,Tech Park,UberX,7.47,18.9,Card,Cloudy,1.0,Completed,186.13,4.7,4.5
UB115476,2024-07-20,11:20,Saturday,11,True,Mall District,Tech Park,UberGo,1.84,8.1,Card,Clear,1.0,Cancelled by Driver,0.0,,
UB104716,2024-07-20,11:42,Saturday,11,True,Suburb South,Old City,UberX,3.5,12.3,UPI,Cloudy,1.0,No Cars Available,0.0,,
UB115831,2024-07-20,11:51,Saturday,11,True,Railway Station,Airport,UberGo,3.79,13.2,UPI,Clear,1.0,Completed,101.49,4.6,5.0
UB117590,2024-07-20,12:17,Saturday,12,True,University Area,Riverside,Auto,0.8,4.9,Cash,Rain,1.0,Completed,36.3,5.0,4.9
UB113793,2024-07-20,12:18,Saturday,12,True,Downtown,Old City,UberGo,1.17,4.7,Cash,Cloudy,1.0,Completed,59.92,4.6,4.5
UB108389,2024-07-20,12:27,Saturday,12,True,University Area,Suburb South,Auto,4.75,4.5,Wallet,Rain,1.5,Completed,101.25,4.6,4.6
UB119457,2024-07-20,12:30,Saturday,12,True,Old City,University Area,Moto,17.55,51.0,Cash,Cloudy,1.0,Completed,161.1,4.3,4.8
UB119291,2024-07-20,12:33,Saturday,12,True,Downtown,University Area,UberGo,6.66,28.4,Card,Cloudy,1.0,Completed,155.86,4.6,4.2
UB104808,2024-07-20,12:43,Saturday,12,True,Railway Station,University Area,UberGo,2.63,6.5,Wallet,Clear,1.0,Completed,78.68,4.2,4.2
UB100272,2024-07-20,13:23,Saturday,13,True,University Area,Riverside,Auto,2.16,6.0,Card,Clear,1.0,Completed,48.28,4.7,4.9
UB117665,2024-07-20,13:26,Saturday,13,True,Suburb South,Tech Park,Auto,10.08,30.5,Card,Clear,1.0,Completed,136.14,4.6,4.7
UB105028,2024-07-20,13:42,Saturday,13,True,Tech Park,Railway Station,UberXL,9.74,21.5,Card,Clear,1.0,Completed,268.84,5.0,4.5
UB103574,2024-07-20,13:43,Saturday,13,True,Suburb South,Mall District,Premier,3.1,10.8,Card,Clear,1.0,No Cars Available,0.0,,
UB111095,2024-07-20,13:52,Saturday,13,True,Railway Station,Downtown,Moto,0.94,3.2,Wallet,Clear,1.0,Completed,23.2,4.8,4.4
UB116621,2024-07-20,14:04,Saturday,14,True,Riverside,Suburb North,UberX,1.81,7.1,Cash,Clear,1.0,Completed,91.31,4.3,5.0
UB100321,2024-07-20,14:17,Saturday,14,True,Old City,Riverside,UberX,4.31,7.2,UPI,Rain,1.0,Completed,123.99,4.6,5.0
UB116057,2024-07-20,14:17,Saturday,14,True,Airport,Suburb North,UberGo,4.92,15.0,Cash,Clear,1.0,Completed,116.62,5.0,5.0
UB103457,2024-07-20,14:19,Saturday,14,True,Mall District,University Area,UberGo,4.97,18.4,Card,Clear,1.0,Completed,122.27,4.7,5.0
UB109946,2024-07-20,14:39,Saturday,14,True,Old City,Mall District,UberX,1.06,4.0,UPI,Cloudy,1.0,Completed,75.98,4.6,5.0
UB106507,2024-07-20,14:52,Saturday,14,True,Railway Station,Downtown,Moto,8.63,25.8,Cash,Cloudy,1.0,Completed,87.42,4.2,4.4
UB103711,2024-07-20,15:01,Saturday,15,True,Old City,Suburb South,UberGo,2.8,10.1,Card,Clear,1.0,Completed,85.95,4.8,5.0
UB112874,2024-07-20,15:09,Saturday,15,True,Tech Park,Old City,Auto,10.43,22.2,UPI,Clear,1.0,Completed,130.64,4.7,4.8
UB100863,2024-07-20,15:54,Saturday,15,True,Suburb South,Suburb North,UberGo,4.35,11.6,UPI,Clear,1.0,Completed,105.25,3.9,4.9
UB115367,2024-07-20,16:11,Saturday,16,True,Suburb North,University Area,UberX,1.12,3.0,Cash,Cloudy,1.0,Completed,74.96,3.8,4.9
UB116293,2024-07-20,16:43,Saturday,16,True,Mall District,Railway Station,UberGo,1.42,5.4,Card,Clear,1.0,Completed,63.72,5.0,4.7
UB105514,2024-07-20,16:45,Saturday,16,True,University Area,Suburb South,UberGo,6.56,18.3,Card,Clear,1.0,Completed,139.61,5.0,4.2
UB101990,2024-07-20,16:46,Saturday,16,True,Suburb South,Tech Park,UberGo,1.69,3.0,Cash,Clear,1.0,Completed,63.09,4.7,4.4
UB113266,2024-07-20,16:53,Saturday,16,True,Tech Park,Suburb South,UberGo,2.47,3.6,Cash,Cloudy,1.0,Completed,72.57,4.5,4.6
UB117049,2024-07-20,16:53,Saturday,16,True,Suburb North,Riverside,Premier,2.73,7.6,Wallet,Clear,1.0,Completed,143.13,4.1,4.9
UB107998,2024-07-20,16:54,Saturday,16,True,Suburb North,Downtown,UberGo,6.11,18.4,Card,Clear,1.0,No Cars Available,0.0,,
UB108011,2024-07-20,17:27,Saturday,17,True,Riverside,Downtown,UberX,3.44,8.0,UPI,Fog,1.0,Completed,114.12,4.9,4.7
UB104529,2024-07-20,17:33,Saturday,17,True,Riverside,University Area,Auto,1.91,6.5,Cash,Clear,1.0,Completed,46.78,4.2,4.8
UB107427,2024-07-20,17:50,Saturday,17,True,Suburb South,University Area,UberGo,0.94,6.3,UPI,Rain,1.2,Completed,71.75,4.9,4.1
UB118642,2024-07-20,17:51,Saturday,17,True,Suburb North,Old City,Premier,6.45,24.2,Card,Cloudy,1.0,Completed,242.89,4.3,5.0
UB104955,2024-07-20,18:25,Saturday,18,True,Airport,Suburb South,Auto,4.74,16.0,UPI,Clear,1.8,Completed,142.06,4.6,4.7
UB117232,2024-07-20,19:03,Saturday,19,True,Suburb North,Riverside,Auto,3.99,12.6,UPI,Clear,1.5,Completed,104.28,4.4,4.6
UB112052,2024-07-20,19:17,Saturday,19,True,Suburb South,Railway Station,UberGo,5.79,12.0,Card,Rain,2.0,Completed,243.38,4.4,5.0
UB118986,2024-07-20,19:41,Saturday,19,True,Mall District,University Area,UberX,3.53,8.8,Cash,Clear,1.8,No Cars Available,0.0,,
UB100814,2024-07-20,20:35,Saturday,20,True,University Area,Downtown,UberX,1.68,3.0,Card,Cloudy,1.0,Completed,82.24,4.2,4.3
UB100617,2024-07-20,20:48,Saturday,20,True,Airport,Riverside,UberX,1.46,5.4,UPI,Clear,1.0,Completed,83.7,4.6,5.0
UB118902,2024-07-20,20:50,Saturday,20,True,Railway Station,Old City,Auto,5.5,21.3,Cash,Clear,1.0,Completed,90.3,5.0,5.0
UB119024,2024-07-20,20:55,Saturday,20,True,Mall District,Tech Park,UberGo,2.96,11.7,UPI,Clear,1.0,Cancelled by Driver,0.0,,
UB103161,2024-07-20,21:18,Saturday,21,True,Old City,Riverside,UberGo,6.24,20.0,UPI,Clear,1.0,No Cars Available,0.0,,
UB109285,2024-07-20,21:59,Saturday,21,True,Downtown,Old City,Moto,2.53,6.3,Card,Clear,1.0,Completed,35.22,4.4,4.8
UB102680,2024-07-20,22:30,Saturday,22,True,Old City,Tech Park,UberX,4.09,12.6,Card,Rain,1.8,Completed,235.53,4.9,4.6
UB115602,2024-07-20,23:21,Saturday,23,True,Downtown,Suburb South,Premier,10.44,43.1,Cash,Clear,1.0,Completed,352.3,4.9,5.0
UB111864,2024-07-20,23:36,Saturday,23,True,Old City,Mall District,Auto,13.1,54.5,UPI,Fog,1.0,Completed,184.3,4.2,4.8
UB119545,2024-07-21,05:36,Sunday,5,True,Riverside,Mall District,Premier,1.65,3.0,UPI,Rain,1.0,Completed,114.65,4.3,4.7
UB110727,2024-07-21,05:43,Sunday,5,True,Old City,Mall District,UberX,4.91,20.8,UPI,Cloudy,1.0,Completed,156.27,4.6,4.9
UB103667,2024-07-21,06:27,Sunday,6,True,Suburb South,Riverside,UberX,5.76,15.1,Card,Cloudy,1.0,Completed,157.06,4.6,3.8
UB119440,2024-07-21,06:34,Sunday,6,True,Railway Station,University Area,UberGo,2.84,6.1,Card,Clear,1.0,Completed,80.39,5.0,4.8
UB111180,2024-07-21,07:18,Sunday,7,True,Downtown,Riverside,Premier,6.41,17.2,Cash,Clear,1.0,Completed,226.81,4.8,4.5
UB117163,2024-07-21,07:49,Sunday,7,True,Riverside,University Area,Moto,5.31,18.9,UPI,Clear,1.0,Completed,61.98,4.7,4.6
UB117267,2024-07-21,08:05,Sunday,8,True,Suburb South,Tech Park,Auto,3.47,3.0,UPI,Clear,1.2,Completed,66.91,4.8,4.8
UB108503,2024-07-21,08:09,Sunday,8,True,University Area,Tech Park,UberX,8.09,26.3,Card,Clear,1.8,Completed,373.52,4.5,5.0
UB114296,2024-07-21,08:20,Sunday,8,True,Riverside,Downtown,UberXL,3.57,7.6,Card,Clear,1.0,Completed,142.32,4.5,5.0
UB114688,2024-07-21,09:04,Sunday,9,True,Airport,Suburb North,Moto,5.89,15.9,Card,Cloudy,2.0,Completed,126.12,4.7,4.7
UB117610,2024-07-21,09:45,Sunday,9,True,University Area,Railway Station,Premier,10.4,24.5,Cash,Clear,1.8,Completed,559.26,4.0,4.7
UB118549,2024-07-21,10:29,Sunday,10,True,Suburb South,Suburb North,Auto,6.08,25.0,UPI,Clear,1.0,Cancelled by Rider,0.0,,
UB114913,2024-07-21,11:02,Sunday,11,True,Old City,Suburb North,Auto,3.8,9.7,UPI,Clear,1.0,Completed,65.1,4.3,4.8
UB104451,2024-07-21,11:25,Sunday,11,True,Downtown,Old City,Auto,6.27,10.6,Cash,Rain,1.0,Completed,85.76,3.9,3.8
UB109341,2024-07-21,11:29,Sunday,11,True,Riverside,Railway Station,UberX,1.91,7.0,UPI,Clear,1.0,Completed,92.43,4.8,5.0
UB105390,2024-07-21,11:53,Sunday,11,True,Suburb South,Airport,UberGo,1.79,3.0,Card,Clear,1.0,Completed,64.19,4.5,4.6
UB106981,2024-07-21,11:58,Sunday,11,True,University Area,Railway Station,Premier,21.44,69.5,Wallet,Clear,1.0,No Cars Available,0.0,,
UB113780,2024-07-21,11:59,Sunday,11,True,Old City,Suburb North,UberGo,5.82,28.0,Wallet,Cloudy,1.0,Completed,146.02,4.4,4.6
UB111454,2024-07-21,12:09,Sunday,12,True,Suburb South,Mall District,UberXL,1.94,5.7,UPI,Clear,1.0,Completed,112.44,4.5,4.4
UB106611,2024-07-21,12:21,Sunday,12,True,University Area,Downtown,UberGo,3.41,10.6,Card,Cloudy,1.0,Completed,93.41,4.5,5.0
UB107769,2024-07-21,12:23,Sunday,12,True,Tech Park,Mall District,UberGo,7.39,27.0,UPI,Clear,1.0,Completed,161.79,4.4,4.8
UB110714,2024-07-21,12:26,Sunday,12,True,Suburb South,Railway Station,UberGo,22.7,76.5,UPI,Cloudy,1.0,Completed,404.45,4.3,4.8
UB100804,2024-07-21,12:33,Sunday,12,True,Mall District,Suburb South,UberX,3.8,5.4,Cash,Fog,1.0,Completed,114.12,5.0,4.8
UB102955,2024-07-21,13:04,Sunday,13,True,Airport,Mall District,Auto,1.04,3.0,UPI,Rain,1.2,Completed,43.58,4.3,5.0
UB108119,2024-07-21,13:11,Sunday,13,True,Airport,Tech Park,UberX,0.8,5.6,UPI,Clear,1.0,Completed,75.48,4.3,4.8
UB105267,2024-07-21,13:12,Sunday,13,True,Tech Park,Riverside,UberGo,3.64,12.2,Cash,Clear,1.0,Completed,98.34,4.8,5.0
UB110077,2024-07-21,13:41,Sunday,13,True,Mall District,Suburb South,Premier,15.57,42.8,UPI,Cloudy,1.0,Completed,438.85,4.9,4.6
UB108024,2024-07-21,13:53,Sunday,13,True,Downtown,Tech Park,Premier,5.01,8.8,UPI,Cloudy,1.0,Completed,184.53,4.4,4.6
UB102673,2024-07-21,13:54,Sunday,13,True,Railway Station,Mall District,UberGo,4.82,15.3,UPI,Cloudy,1.0,Completed,115.97,4.7,5.0
UB111580,2024-07-21,14:16,Sunday,14,True,Suburb North,University Area,UberGo,7.54,29.4,Wallet,Clear,1.0,Completed,167.04,5.0,4.9
UB115881,2024-07-21,14:17,Sunday,14,True,Suburb North,Tech Park,UberX,1.92,10.9,Card,Cloudy,1.0,Completed,99.58,4.2,5.0
UB114144,2024-07-21,14:23,Sunday,14,True,Tech Park,University Area,UberGo,1.43,6.2,UPI,Cloudy,1.0,Completed,65.03,5.0,4.8
UB118119,2024-07-21,14:51,Sunday,14,True,Riverside,Suburb South,Premier,5.89,20.9,Wallet,Rain,1.0,Completed,226.11,4.5,4.9
UB103643,2024-07-21,15:06,Sunday,15,True,University Area,Downtown,Auto,6.77,20.5,UPI,Rain,1.2,Completed,119.59,4.4,4.5
UB104828,2024-07-21,15:09,Sunday,15,True,Suburb South,Mall District,Auto,3.31,13.3,Cash,Cloudy,1.0,Completed,64.78,4.6,4.4
UB100424,2024-07-21,15:12,Sunday,15,True,Riverside,Mall District,Auto,11.12,23.9,UPI,Clear,1.0,Completed,137.86,4.1,4.5
UB101981,2024-07-21,15:12,Sunday,15,True,Suburb South,Riverside,Auto,2.54,6.5,Cash,Clear,1.0,Completed,51.82,5.0,4.5
UB115005,2024-07-21,15:14,Sunday,15,True,Downtown,Suburb North,UberGo,5.32,13.5,Card,Clear,1.0,Completed,118.77,4.4,4.7
UB114729,2024-07-21,15:30,Sunday,15,True,Mall District,Airport,UberX,2.12,10.4,UPI,Clear,1.0,Completed,101.28,4.4,4.7
UB116659,2024-07-21,15:30,Sunday,15,True,Railway Station,Suburb North,UberGo,6.52,18.0,Card,Cloudy,1.0,Cancelled by Driver,0.0,,
UB110465,2024-07-21,15:47,Sunday,15,True,Riverside,Mall District,UberGo,4.0,7.2,UPI,Clear,1.0,Cancelled by Driver,0.0,,
UB118607,2024-07-21,16:22,Sunday,16,True,Riverside,Railway Station,UberX,3.87,16.7,Card,Cloudy,1.0,Cancelled by Rider,0.0,,
UB117802,2024-07-21,16:31,Sunday,16,True,University Area,Riverside,Moto,4.5,13.5,UPI,Rain,1.0,Completed,52.8,4.8,4.4
UB112456,2024-07-21,16:45,Sunday,16,True,Old City,Railway Station,UberX,0.8,3.0,Cash,Cloudy,1.0,Completed,70.8,4.7,4.6
UB115614,2024-07-21,16:47,Sunday,16,True,Railway Station,Downtown,Auto,1.3,5.9,UPI,Clear,1.0,Completed,41.3,5.0,4.8
UB115815,2024-07-21,16:50,Sunday,16,True,Old City,Tech Park,UberGo,8.51,22.5,Card,Clear,1.0,Completed,167.36,5.0,4.2
UB118635,2024-07-21,16:51,Sunday,16,True,Riverside,Downtown,Auto,1.46,5.5,Card,Rain,1.2,Cancelled by Rider,0.0,,
UB103411,2024-07-21,17:02,Sunday,17,True,Airport,Suburb South,UberX,6.43,18.1,UPI,Clear,1.0,Completed,171.17,4.4,5.0
UB115268,2024-07-21,17:21,Sunday,17,True,Downtown,Airport,Auto,5.82,17.1,Card,Fog,1.0,Completed,88.66,4.7,5.0
UB109899,2024-07-21,17:43,Sunday,17,True,Mall District,Railway Station,UberGo,2.1,4.0,UPI,Cloudy,1.0,Completed,69.1,5.0,4.3
UB107474,2024-07-21,17:46,Sunday,17,True,Airport,University Area,Moto,5.9,24.4,Wallet,Cloudy,1.0,Completed,69.92,4.8,5.0
UB105069,2024-07-21,17:59,Sunday,17,True,Downtown,Suburb North,UberX,3.36,10.7,UPI,Clear,1.0,No Cars Available,0.0,,
UB112789,2024-07-21,18:09,Sunday,18,True,Airport,Mall District,Auto,1.49,6.7,UPI,Clear,1.2,Completed,52.34,4.5,4.4
UB108784,2024-07-21,18:11,Sunday,18,True,Railway Station,University Area,Premier,16.46,39.7,Wallet,Clear,1.0,Completed,447.16,4.0,4.9
UB114648,2024-07-21,18:17,Sunday,18,True,Railway Station,University Area,Auto,6.3,24.3,UPI,Cloudy,1.2,Completed,119.64,4.6,4.6
UB109658,2024-07-21,18:43,Sunday,18,True,Railway Station,Airport,Auto,3.27,12.0,UPI,Clear,1.2,Completed,75.79,4.3,5.0
UB100628,2024-07-21,18:54,Sunday,18,True,University Area,Suburb South,UberGo,11.92,28.0,UPI,Clear,2.0,Completed,426.24,4.8,4.1
UB109554,2024-07-21,19:00,Sunday,19,True,Airport,Riverside,Moto,12.85,34.6,UPI,Rain,1.2,No Cars Available,0.0,,
UB110414,2024-07-21,19:24,Sunday,19,True,Riverside,Airport,UberGo,2.77,9.7,UPI,Clear,1.5,Completed,127.53,4.5,4.5
UB119949,2024-07-21,20:26,Sunday,20,True,Suburb North,Suburb South,UberGo,8.19,30.4,Wallet,Fog,1.0,Completed,175.69,4.5,5.0
UB115483,2024-07-21,20:37,Sunday,20,True,Railway Station,Downtown,UberGo,3.85,13.9,Cash,Clear,1.0,Completed,103.2,4.1,5.0
UB102793,2024-07-21,20:39,Sunday,20,True,Suburb South,Suburb North,UberGo,5.47,15.3,UPI,Clear,1.0,Completed,123.12,4.3,5.0
UB118179,2024-07-21,20:57,Sunday,20,True,Downtown,Riverside,UberGo,5.17,19.1,UPI,Cloudy,1.0,No Cars Available,0.0,,
UB117924,2024-07-21,21:34,Sunday,21,True,Old City,Railway Station,UberGo,1.38,7.0,Card,Clear,1.0,Completed,65.68,4.7,4.9
UB100685,2024-07-21,22:20,Sunday,22,True,Old City,Airport,UberGo,3.24,9.6,Card,Clear,1.0,Completed,90.04,4.4,4.9
UB102397,2024-07-21,23:34,Sunday,23,True,Tech Park,Downtown,UberX,1.12,3.0,Card,Clear,1.0,Completed,74.96,4.0,4.7
UB119011,2024-07-21,23:40,Sunday,23,True,Airport,Old City,Auto,6.08,22.8,Card,Clear,1.0,Completed,96.44,4.6,4.8
UB106943,2024-07-22,01:07,Monday,1,False,Airport,Old City,Auto,3.82,11.7,UPI,Clear,1.0,Completed,67.26,4.5,4.3
UB100780,2024-07-22,01:32,Monday,1,False,Suburb North,Airport,UberX,4.95,11.6,Cash,Cloudy,1.0,Completed,140.23,4.3,4.4
UB116370,2024-07-22,02:48,Monday,2,False,Suburb North,Downtown,Moto,2.05,3.0,Card,Clear,1.0,Completed,29.7,4.6,4.8
UB101165,2024-07-22,03:19,Monday,3,False,Riverside,Downtown,UberXL,7.09,26.6,UPI,Cloudy,1.0,No Cars Available,0.0,,
UB110986,2024-07-22,03:30,Monday,3,False,Tech Park,University Area,UberX,4.46,15.8,Card,Clear,1.0,Completed,141.42,4.7,5.0
UB102245,2024-07-22,03:52,Monday,3,False,Airport,Railway Station,UberX,4.72,11.5,Card,Clear,1.0,Completed,137.06,4.0,4.7
UB117504,2024-07-22,04:10,Monday,4,False,Suburb North,Mall District,Moto,6.38,25.5,Card,Clear,1.0,Completed,73.68,4.3,4.7
UB100070,2024-07-22,04:59,Monday,4,False,Riverside,Suburb South,UberX,7.33,27.4,Cash,Cloudy,1.0,No Cars Available,0.0,,
UB106819,2024-07-22,05:09,Monday,5,False,Suburb North,Tech Park,Moto,13.88,37.7,Cash,Clear,1.0,Completed,128.44,4.9,5.0
UB108395,2024-07-22,05:55,Monday,5,False,Old City,Suburb North,Auto,8.23,21.0,UPI,Clear,1.0,Completed,111.84,3.7,5.0
UB118077,2024-07-22,06:20,Monday,6,False,Riverside,Old City,UberGo,3.61,11.0,Wallet,Cloudy,1.0,No Cars Available,0.0,,
UB115303,2024-07-22,06:54,Monday,6,False,Suburb North,Suburb South,Premier,5.57,17.8,Wallet,Clear,1.0,Completed,213.85,4.3,5.0
UB116891,2024-07-22,07:03,Monday,7,False,Tech Park,Riverside,UberGo,6.02,26.3,Wallet,Cloudy,1.0,Completed,145.67,5.0,4.3
UB116729,2024-07-22,07:33,Monday,7,False,Airport,Tech Park,UberXL,0.8,3.3,UPI,Clear,1.0,Completed,89.4,5.0,4.5
UB106704,2024-07-22,07:34,Monday,7,False,Suburb South,University Area,Auto,3.76,15.4,Card,Clear,1.0,Completed,70.48,4.7,4.2
UB101319,2024-07-22,07:52,Monday,7,False,Old City,University Area,UberGo,19.64,55.1,UPI,Cloudy,1.0,Completed,338.69,4.4,4.8
UB108665,2024-07-22,08:10,Monday,8,False,Airport,Suburb South,UberGo,1.98,5.6,UPI,Rain,1.5,Completed,105.27,4.3,4.4
UB105858,2024-07-22,08:28,Monday,8,False,Riverside,Old City,Auto,7.55,23.8,Card,Clear,1.0,Completed,109.2,4.3,4.6
UB119144,2024-07-22,08:51,Monday,8,False,Riverside,Suburb North,Premier,2.89,7.2,UPI,Fog,1.2,Completed,173.96,4.8,4.9
UB116243,2024-07-22,08:54,Monday,8,False,Tech Park,Downtown,Auto,7.14,21.0,UPI,Rain,1.5,Cancelled by Rider,0.0,,
UB107522,2024-07-22,09:05,Monday,9,False,University Area,Tech Park,Premier,1.53,6.0,UPI,Clear,1.0,Completed,119.21,4.8,4.5
UB106991,2024-07-22,09:14,Monday,9,False,Old City,Riverside,UberX,4.4,21.3,Cash,Cloudy,1.2,Completed,180.65,4.9,4.3
UB119981,2024-07-22,09:17,Monday,9,False,Mall District,Downtown,UberGo,6.1,19.4,UPI,Fog,1.2,Completed,163.44,4.6,4.3
UB100193,2024-07-22,09:30,Monday,9,False,Old City,Airport,Premier,5.52,14.8,UPI,Clear,1.8,Completed,371.52,4.2,4.3
UB104889,2024-07-22,09:34,Monday,9,False,University Area,Airport,UberGo,3.76,12.7,Wallet,Cloudy,1.5,Completed,150.62,4.3,4.8
